steps,vanilla-train,vanilla-test,bidirectional-train,bidirectional-test,cnn-lstm-train,cnn-lstm-test,conv-lstm-train,conv-lstm-test
1.1,0.9747121091739137,0.9619887335923183,0.9760605764287832,0.9624803732810692,0.9403925285720607,0.9179863626452225,0.9761934464179561,0.9591563134974973
2.1,0.9744351795748215,0.9630453923062932,0.975383581856265,0.9635720730756205,0.9405899104183677,0.9189345416134357,0.9754822354513104,0.9603978899304587
2.2,0.9459724909919046,0.9278949315632604,0.9482288609027869,0.9284708022558886,0.9134876159926024,0.8883488670205036,0.9466981420220594,0.9209143779279624
3.1,0.9740524869481952,0.963007431337263,0.9749606763026433,0.9632813227906005,0.9395760406302198,0.9205492134571354,0.9753599375956108,0.9600106841328293
3.2,0.9463381250011631,0.9275454508146264,0.9479580451411658,0.927486219508969,0.9124062550144882,0.886769060669071,0.9492982934940517,0.9222309248237199
3.3,0.9190752000749498,0.8949622591463879,0.9207982359415042,0.8951760271394973,0.8870623503615871,0.8564736248465203,0.9228481719331945,0.8889110462157014
4.1,0.9738245613824716,0.9638641125518523,0.9743274545323704,0.9625169526395152,0.9400916100692118,0.9192169434406492,0.9750808663894406,0.9613535758104637
4.2,0.9456563401869723,0.9277086464366204,0.9472252029640573,0.9281048425191467,0.9125081133619836,0.8877394579754788,0.9490256344687719,0.924884384863142
4.3,0.9179314406809812,0.8948161749624277,0.9208760970291481,0.8955180934853384,0.8866501419921822,0.8574940300604018,0.9223562782420944,0.8898377550043695
4.4,0.8921569483279574,0.8660866175770436,0.8952078681881078,0.866382900302941,0.864455983224437,0.8295587294750306,0.8963163016086574,0.8575459679133616
5.1,0.9734973304955886,0.9631256966233341,0.9741645645023381,0.9628884216095719,0.9389336270284218,0.9176216866016842,0.9745629437565775,0.9600200744232008
5.2,0.9458053849718728,0.9280354492527529,0.9471096648389604,0.9269589388566526,0.912720822358182,0.8867506472639846,0.9469166815662435,0.9245800808034437
5.3,0.9186294675514068,0.8953114939689196,0.9202448617718331,0.8940777339244136,0.8870496577721975,0.8562178386148647,0.9211424626304067,0.8897040773254332
5.4,0.8933505206199328,0.8660053648506965,0.8953495194578777,0.8642977161453218,0.8645667971340002,0.8302213438581407,0.897368582934998,0.8592560403200238
5.5,0.8698761436777197,0.8383537416818554,0.872323121137252,0.8359280433078449,0.8446531647036895,0.8062984669909956,0.8746265032255811,0.8318021268773573
6.1,0.9730741868400685,0.9614835709096055,0.97398884327313,0.962740037334379,0.9401572789160924,0.9201122057361789,0.9744858351773126,0.9583832948446578
6.2,0.9443216594732713,0.9239251638638868,0.9465158220846136,0.9276087311578738,0.9123220514074921,0.8897468537105131,0.9478364501990444,0.9220617176744217
6.3,0.917513130677171,0.8917373920106673,0.9200867937866759,0.8937317485287394,0.8867200301904667,0.8592968775081405,0.9221937009856015,0.8893252133604588
6.4,0.8918703837020221,0.8617997193531908,0.8951853272347792,0.8646019406521143,0.8634256318234294,0.8323140769434807,0.89809693243898,0.8595127237047123
6.5,0.8694090559541632,0.8334493733914783,0.8722438899147327,0.8364787396950975,0.8430993824419455,0.8060203088673359,0.8760540011421163,0.8308635047874218
6.6,0.8479514978357476,0.8082278232448743,0.8504620041244728,0.8094731856685606,0.8244488900095579,0.781635026367522,0.8539765889272042,0.8039220422759322
